,Title,Date,Author,Summary
203,"LIVE FUTURES REPORT 17/09: LME nickel price sinks below $17,000/t in sluggish morning trade",9/17/2019,Hassan Butt,Nickel fell on the London Metal Exchange during morning trading on Tuesday September 17 to below nearby support levels while the other base metals drifted lower in low-liquidity conditions.
202,"LIVE FUTURES REPORT 17/09: LME copper price holds above $5,800/t despite downtrend; aluminium outperforms ",9/17/2019,Hassan Butt,"The three-month copper price on the London Metal Exchange fell by 0.5% at the close of trading on Tuesday September 17 but held above nearby support levels, while aluminium futures were the only positive mover in a predominantly weaker base metals complex. "
204,LIVE FUTURES REPORT 17/09: SHFE base metals prices down amid elevated risk aversion,9/17/2019,Huaqing Fu,"Base metals prices on the Shanghai Futures Exchange were down during the morning trading session on Tuesday September 17, with risk aversion still heightened following an attack on Saudi Arabian oil facilities over the weekend."
200,"LIVE FUTURES REPORT 18/09: SHFE base metals prices drift ahead of FOMC rate decision, statement",9/18/2019,Violet Li,"Base metals prices on the Shanghai Futures Exchange were mostly down but overall little changed during the morning trading session on Wednesday September 18, with only aluminium and nickel registering gains."
199,GLOBAL ALUMINIUM WRAP: Rotterdam premiums unchanged but bearishness grows; MJP spot rate softens,9/18/2019,"Alice Mason, Karen Ng, Michael Roh","Aluminium premiums in the Dutch port of Rotterdam were unchanged on Tuesday September 17, but the emergence of backwardations in some London Metal Exchange forward spreads is beginning to cast a bearish cloud across the market."
198,LIVE FUTURES REPORT 18/09: LME nickel price bucks downward trend with 0.7% gain,9/18/2019,Hassan Butt,"The three-month nickel price on the London Metal Exchange was higher during morning trading on Wednesday September 18, edging back above the $17,000-per-tonne resistance level despite moderate turnover, while the rest of the complex consolidated lower. "
197,"LME launches incentives to trade alumina, cobalt, aluminium premium futures contracts ",9/18/2019,Archie Hunter,The London Metal Exchange will give members incentives to trade cash-settled futures contracts as well as those for precious and ferrous metals.
196,BASE METALS WARRANT REPORT 18/09,9/18/2019,Fastmarkets MB staff,A summary of London Metal Exchange warrant premiums from across the globe for the week to Wednesday September 18.
195,"LIVE FUTURES REPORT 18/09: LME nickel price closes above $17,000 amid low turnover",9/18/2019,Hassan Butt,"The three-month nickel price on the London Metal Exchange was higher at the close of trading on Wednesday September 18, with the price breaching the nearby resistance value amid low trading volumes, while the rest of the base-metals complex continued to consolidate.
"
190,Excess cargoes push Pacific alumina price to two-year low,9/19/2019,Alice Mason,"Weak demand and good availability of cargoes continue to put pressure on global alumina prices toward the end of the third quarter of 2019, with prices on a downward spiral over the past four months.
"
189,"LIVE FUTURES REPORT 19/09: LME tin price leads way on downside, dips below $5,800/t",9/19/2019,Hassan Butt,"Base metals ended flat to lower on the London Metal Exchange on Thursday September 19- tin closed below $17,000 per tonne and copper below $5,800 per tonne."
191,Fragile Chinese alumina fundamentals cast bearish tone at QME seminar,9/19/2019,Hui Li,"Growing alumina supply and a retreating Chinese aluminium futures price are weighing on the domestic Chinese alumina price and could cause it to drop further, sources told Fastmarkets at a seminar held by the Qianhai Mercantile Exchange on Wednesday September 18 in Shanghai. "
192,"LIVE FUTURES REPORT 19/09: LME aluminium price nears $1,800/t, forward spreads widen",9/19/2019,Hassan Butt,"The three-month aluminium price on the London Metal Exchange was slightly higher during morning trading on Thursday September 19, with price action nearing $1,800 per tonne despite low turnover, while the light metal’s forward spreads on the exchange remained in a contango. "
193,LIVE FUTURES REPORT 19/09: SHFE base metals looking for direction after FOMC meeting,9/19/2019,Sally Zhang,Base metals prices on the Shanghai Futures Exchange drifted lower during the morning trading session on Thursday September 19 after the US Federal Reserve cut interest rates on Wednesday but failed to give a clear indication of further cuts.
194,IN CASE YOU MISSED IT: 5 key stories from September 18,9/19/2019,Fastmarkets MB staff,Here are five Fastmarkets MB stories you might have missed on Wednesday September 18 that are worth another look.
188,LIVE FUTURES REPORT 20/09: Most SHFE base metals prices drift upward; tin weakens,9/20/2019,Sally Zhang,"Base metals traded on the Shanghai Futures Exchange were largely in positive territory during the morning trading session on Friday September 20, but gains were limited owing to lingering macroeconomic concerns."
187,"LIVE FUTURES REPORT 20/09: LME nickel price climbs 3% on 7,000t fresh cancellation ",9/20/2019,Hassan Butt,"The three-month nickel price on the London Metal Exchange was higher during morning trading on Friday September 20, buoyed by both stock removals and fresh cancellations while turnover was moderately high. "
186,Chinese scrap import quotas resold at premium to satisfy smaller operations,9/20/2019,Julian Luk,"Some large Chinese metal scrap buyers that have been granted import quotas have been reselling their permits to smaller companies since new import restriction came into place, Fastmarkets learned. "
185,SHFE STOCKS REPORT 20/09: Copper inventories fall 7% ahead of National Day holidays,9/20/2019,Ellie Wang,Restocking by downstream consumers in preparation for China’s National Day holiday was the main driver of a drawdown of most base metal stocks at Shanghai Futures Exchange-approved warehouses in the week to Friday September 20.
184,"Rotterdam aluminium premiums stall on bleak spread, demand outlook ",9/20/2019,Justin Yang,Uptrends in the spot aluminium premiums in Rotterdam have faltered with backwardations in the London Metal Exchange December/three-month and January/three-month spreads starting to put material pressure on the physical market.
183,"LIVE FUTURES REPORT 20/09: LME lead price breaches $2,100/t; strong backwardation persists in nickel ",9/20/2019,Hassan Butt,"The three-month lead price on the London Metal Exchange rose by 1.2% at the close of trading on Friday September 20, climbing beyond the $2,100 per tonne support level, while forward spreads in LME nickel tightened over the afternoon. "
180,LIVE FUTURES REPORT 23/09: Negative trade developments pressure SHFE base metals prices,9/23/2019,Amy Lv,"Base metals prices on the Shanghai Futures Exchange were largely down during the morning trading session on Monday September 23, with risk sentiment deteriorating following negative developments in United States-China trade negotiations."
182,IN CASE YOU MISSED IT: 5 key stories from September 20,9/23/2019,Fastmarkets MB staff,Here are five Fastmarkets MB stories you might have missed on Friday September 20 that are worth another look.
179,LIVE FUTURES REPORT 23/09: LME nickel price climbs 1.8% on 19kt cancellation; spreads remain tight,9/23/2019,Hassan Butt,"The three-month nickel price on the London Metal Exchange rose by 1.8% during morning trading on Monday September 23 after more than 19,000 tonnes of material was freshly canceled out of LME-listed warehouses. "
181,Brazilian federal court lifts one of two bauxite residue embargoes at Alunorte,9/23/2019,Alice Mason,"The federal court in Belém, Brazil, has lifted one of the embargoes on Alunorte’s new bauxite residue deposit area, producer Norsk Hydro announced on Friday September 20. "
178,LIVE FUTURES REPORT 23/09: Three-month zinc price outperforms in mixed LME close,9/23/2019,Hassan Butt,"The three-month zinc price on the London Metal Exchange was higher at the close of trading on Monday September 23, closing above the $2.300 per tonne threshold and topping the gains in the base metals complex, while sister-metal lead fell furthest over the afternoon.
"
172,INTL AL CONF: Chinese fake semis now destined for Europe - Elval exec,9/24/2019,Andrea Hotter,"China is increasingly exporting semi-fabricated products, including fake-semis, to Europe instead of the United States, the executive director of aluminium rolling company Elval said. "
176,"Explosion occurs at East Hope’s Guyang aluminium plant, delays capacity restart – sources",9/24/2019,Hui Li,"An explosion has occurred at a 500,000-tonne-per-year aluminium smelter owned by Chinese investment firm East Hope Group, market sources told Fastmarkets on Tuesday September 24."
175,INTL AL CONF: Bans on single-use plastics a boon for European aluminium can production - Elval,9/24/2019,Archie Hunter,"A continental effort to limit the of single-use plastics is already encouraging an increase in European aluminium can production, Elval executive director Constantin Catsaros said at Fastmarkets’ International Aluminium Conference in Athens on Tuesday September 24. "
174,"LIVE FUTURES REPORT 24/09: LME copper tests $5,800/t in lackluster trading amid 21kt cancelation",9/24/2019,Hassan Butt,"The three-month copper price on the London Metal Exchange increased during morning trading on Tuesday September 24, with the price climbing against a fresh cancellation of over 21,000 tonnes while the rest of the complex declined amid light turnover."
173,INTL AL CONF: Multilateral approach key to resolving China aluminium overcapacity,9/24/2019,Andrea Hotter,"A multilateral approach driven by governments will be the best way to resolve the issue of Chinese aluminum overcapacity - but it will take time, senior industry executives said. "
177,"LIVE FUTURES REPORT 24/09: SHFE base metals prices weaken amid gloomy global economic outlook; Cu, Al firm",9/24/2019,Amy Lv,Base metals prices on the Shanghai Futures Exchange were largely in negative territory during the morning trading session on Tuesday September 24 after renewed concerns about a weak global economy dampened investors’ appetite for commodity investment.
